judul_lagu;artist;mood;link_play
Bejeweled;Taylor Swift;Energetic;https://open.spotify.com/track/3qoftcUZaUOncvIYjFSPdE
BOSS;NCT;Energetic;https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix
Real Friends;Camila Cabello;Calm;https://open.spotify.com/track/3iq9nhbI8fcnNamxMft1uv
Chantaje (feat. Maluma);Shakira;Happy;https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
Who That Be;Rich Brian;Happy;https://open.spotify.com/track/1XSvndyw6uqVW1ekRZsJUp
fake optics;Ardhito Pramono;Sad;https://open.spotify.com/track/6claTdKnG2FOnikFadYeno
Butter - Hotter Remix;BTS;Happy;https://open.spotify.com/track/2uuWT347cQG0fRkrgAZ5KQ
Telephone;EXO-SC;Happy;https://open.spotify.com/track/6ksOaijLwaSWTVRtPgakt0
Really;BLACKPINK;Happy;https://open.spotify.com/track/4HxVweMysEnuYxy3gkFtKk
Menemukanmu;Seventeen;Sad;https://open.spotify.com/track/6IYoNF3OM00M8eJcjY9LuN
Come First;Terror Jr;Calm;https://open.spotify.com/track/5fo4LbJ8lOaB54wcM5wPMv
Say Something (feat. Chris Stapleton);Justin Timberlake;Energetic;https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
Pied Piper;BTS;Happy;https://open.spotify.com/track/1ZPeaPDjQOOC8hw1mNjyjF
MILLIONS;WINNER;Happy;https://open.spotify.com/track/1mNprAwCQaw9xRQItl1J2q
Answer : Love Myself;BTS;Energetic;https://open.spotify.com/track/2X3UgVLSA4wYriGIQyYmMA
Hey Mama;David Guetta;Happy;https://open.spotify.com/track/3Ek7BRwu6eO2kSeNMlZC1A
U GOT IT;GOT U;Happy;https://open.spotify.com/track/62frHUBwedpKShQotOaXdj
Summertime Magic;Childish Gambino;Energetic;https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
Officially Missing You;Tamia;Sad;https://open.spotify.com/track/57zCPgJ2xnD552JTmOaWdQ
Hide Away;Daya;Energetic;https://open.spotify.com/track/7fPyCCiXVwbzPQ1MtoUChl
What Do You Mean?;Justin Bieber;Happy;https://open.spotify.com/track/0NpZenGEA81m99MX1Q677C
Rapapapa (feat. RZA);Rich Brian;Calm;https://open.spotify.com/track/7sPoDigIbCWDS6AZmOhSRR
You Don't Know Me;Jax Jones;Happy;https://open.spotify.com/track/1rFMYAZxBoAKSzXI54brMu
Terpesona (feat. gamaliél);Isyana Sarasvati;Happy;https://open.spotify.com/track/4t64kdd20v2LSt9FDkpTBI
Mistletoe;Justin Bieber;Happy;https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
Selesai;Glenn Fredly;Sad;https://open.spotify.com/track/1kaUPOQYvT9A6qgTJl3sql
Outro: Tear;BTS;Energetic;https://open.spotify.com/track/27yKZtF7WLdmlLoW8qMssq
Where Are Ü Now (with Justin Bieber);Jack Ü;Energetic;https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
Ritual (feat. Wrabel);Marshmello;Energetic;https://open.spotify.com/track/04AYgtKFrpldRXe5y0LNGQ
Golden Youth;Leroy Styles;Energetic;https://open.spotify.com/track/16JHRj009acpSqWKIzHVMi
Be With You;Akon;Happy;https://open.spotify.com/track/5fFVy5lNikE6Gls8qKLS5L
sebuah tarian yang tak kunjung selesai;Nadin Amizah;Sad;https://open.spotify.com/track/4OArubu3c4vHSVJgdNTyag
Rather Be (feat. Jess Glynne);Clean Bandit;Happy;https://open.spotify.com/track/3s4U7OHV7gnj42VV72eSZ6
Cerita Tentang Gunung Dan Laut (Live);Payung Teduh;Energetic;https://open.spotify.com/track/6WcbFeof93HJazWMw924cT
Jatuh Hati;Raisa;Sad;https://open.spotify.com/track/0rgEL2cD2T5MDzSDJTQNlw
Keep Being You;Isyana Sarasvati;Calm;https://open.spotify.com/track/0w97yCPUzBdTAE2YziejAi
Hadal Ahbek;Issam Alnajjar;Calm;https://open.spotify.com/track/0UdZzUSOLhqIFCU7wHWkgp
Rock Bottom;Hailee Steinfeld;Happy;https://open.spotify.com/track/2qxaR31Te4xDR2yO6LqM8z
Whenever (feat. Conor Maynard);Kris Kross Amsterdam;Happy;https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
Datang Untuk Pergi;Mahen;Sad;https://open.spotify.com/track/3aYNukxQiUfVOayL7KowCK
Hold on Tight;R3HAB;Happy;https://open.spotify.com/track/6Xx561yBK0t0zdsYuk6oPX
Empty Space;James Arthur;Sad;https://open.spotify.com/track/6GFfDRG1Sff3IZaD0TYro4
Oceans Away;A R I Z O N A;Energetic;https://open.spotify.com/track/6A8dnC0xkiuWN4BshmTB2I
Sooner Or Later;Aaron Carter;Energetic;https://open.spotify.com/track/0Gee5mDV8DiP4YNSQT2gOK
CRY FOR ME;TWICE;Energetic;https://open.spotify.com/track/2xtP8RNbo2BEMzLX7tK7aq
Angin Pujaan Hujan;Payung Teduh;Happy;https://open.spotify.com/track/43LZAANFvlIKMgcU4QiYBx
EVERYTHING;The Black Skirts;Calm;https://open.spotify.com/track/19Hg1UCZaCdpHB37L7x63X
Super Freaky Girl;Nicki Minaj;Happy;https://open.spotify.com/track/4C6Uex2ILwJi9sZXRdmqXp
For The Rest Of My Life;Maher Zain;Sad;https://open.spotify.com/track/0x5xsQuN74TkJ6t8jfPn19
Sugar (feat. Francesco Yates);Robin Schulz;Happy;https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w
Mimpi;Isyana Sarasvati;Sad;https://open.spotify.com/track/3BsV06pBDTEKDwNhB1rii6
Vigilante Shit;Taylor Swift;Calm;https://open.spotify.com/track/1xwAWUI6Dj0WGC3KiUPN0O
Dan (feat. Tuantigabela$);Pee Wee Gaskins;Happy;https://open.spotify.com/track/2yK8AHppPlBQCjbDk0WmUo
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy);Amaarae;Sad;https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC
Serendipity - Full Length Edition;BTS;Sad;https://open.spotify.com/track/1dS4l6xmdgEhCZTAhdOm4N
Chunky;Bruno Mars;Happy;https://open.spotify.com/track/0mBKv9DkYfQHjdMcw2jdyI
Saint-Tropez;Post Malone;Energetic;https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq
Company;Justin Bieber;Energetic;https://open.spotify.com/track/0pbeTGyUpml7qwBZwGueZa
134340;BTS;Happy;https://open.spotify.com/track/1MX0g22bQkr9HDVe37fLnN
Somebody Else;VÉRITÉ;Happy;https://open.spotify.com/track/4sQAUIV88jrWg3I2cjBckE
Jingga;Fatin;Sad;https://open.spotify.com/track/5QUgPhPYnWQYYtsqDSVPqR
Everglow;Coldplay;Sad;https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU
Senyummu Hanya Untukku;Trisouls;Sad;https://open.spotify.com/track/22VwZbdu9oNkOtfGyWEUNh
Me Too;Meghan Trainor;Happy;https://open.spotify.com/track/3KwwE4sgCzMaKWq6QBebmX
Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande);Calvin Harris;Happy;https://open.spotify.com/track/60APt5N2NRaKWf5xzJdzyC
Biar Menjadi Kenangan;Raisa;Sad;https://open.spotify.com/track/7ojaR6Rp7lgu64RoOaSn6a
Miss You;James Hersey;Happy;https://open.spotify.com/track/1ekKOQlJLqjf61l6TZdU0U
la la la that’s how it goes;HONNE;Calm;https://open.spotify.com/track/5Pw4Q2Z2NttJtISFFxe9MK
She Will Be Loved;Maroon 5;Happy;https://open.spotify.com/track/7sapKrjDij2fpDVj0GxP66
Sweet Creature;Harry Styles;Sad;https://open.spotify.com/track/5kRPPEWFJIMox5qIkQkiz5
Met Him Last Night (feat. Ariana Grande);Demi Lovato;Sad;https://open.spotify.com/track/0BI0hfbmqybnd3TezrDME3
Konco Mesra;Nella Kharisma;Happy;https://open.spotify.com/track/1ZTES0GyouGRvvRiRLm8kG
Sedikit Keluh Malam Ini;Elegi;Sad;https://open.spotify.com/track/4MUN2Hc6m1kJZjfaUwh8zA
Ku Lari Ke Pantai;RAN;Sad;https://open.spotify.com/track/0cDgoATnO48UawmtFlMaW7
Sampai Menutup Mata;Acha Septriasa;Sad;https://open.spotify.com/track/6RbOugGEsbxhOmNCHJGqLu
Red (Taylor's Version);Taylor Swift;Energetic;https://open.spotify.com/track/4OAuvHryIVv4kMDNSLuPt6
OMG (feat. Quavo);Camila Cabello;Energetic;https://open.spotify.com/track/4xBjsLUSjcx2h7PcRikpQp
Like To Be You (feat. Julia Michaels);Shawn Mendes;Calm;https://open.spotify.com/track/2IssBpPtHcViZL5vYQNHhA
Saturday Drip;NCT DREAM;Happy;https://open.spotify.com/track/2ohOA4P55RsoU1bOanNGyB
What Do I Know?;Ed Sheeran;Happy;https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92
Blessed-Cursed;ENHYPEN;Energetic;https://open.spotify.com/track/7ecbsiAQ6PNdiAq0hplVZo
Bad To You (with Normani & Nicki Minaj);Ariana Grande;Happy;https://open.spotify.com/track/7vJS1DPc3FzBtqBs8n3mW5
My House;Flo Rida;Happy;https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1
Taruh;Nadin Amizah;Sad;https://open.spotify.com/track/6Dh1zHQjEaOp29VW9pp3xG
Hayya Hayya (Better Together) - Music from the FIFA World Cup Qatar 2022 Official Soundtrack;Trinidad Cardona;Happy;https://open.spotify.com/track/7vAJiDFrFtMYVOrZbOw7jj
_WORLD;SEVENTEEN;Happy;https://open.spotify.com/track/3QwiidVHfeE9y5jl4n2MTC
Romantic - NOTD Remix;Stanaj;Energetic;https://open.spotify.com/track/7e6FvCvngX5job1PUYIIIL
Nights With You;MØ;Happy;https://open.spotify.com/track/5q5gzmbBS5yQzos2BvVr1t
I’ll Be There - Acoustic Cover;Jess Glynne;Calm;https://open.spotify.com/track/1WDRGOhX8DElSipew0YaTo
Get It Right (feat. MØ);Diplo;Energetic;https://open.spotify.com/track/4MXPT6tEutRsJOxro9S21y
I’m Ready (with Demi Lovato);Sam Smith;Energetic;https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
Bon Appétit;Katy Perry;Happy;https://open.spotify.com/track/4rHmKlFRiFzabiVO6e9w2e
It's Beginning to Look a Lot like Christmas;Michael Bublé;Sad;https://open.spotify.com/track/5a1iz510sv2W9Dt1MvFd5R
Show Yourself;Idina Menzel;Sad;https://open.spotify.com/track/50WeOnXhM1H7AZEeIDoWfZ
Wake Me Up;Avicii;Happy;https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
LUV;Tory Lanez;Energetic;https://open.spotify.com/track/16Ah4QqH4mgYVXqfC4mdSd
The Man;Taylor Swift;Happy;https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70
Amen;Rich Brian;Happy;https://open.spotify.com/track/4gAakyurZ4cbgnPyTuswp7
Sleep Well;d4vd;Sad;https://open.spotify.com/track/5ye1TParxcolbnNsOXO8qE
Wake Up in the Sky;Gucci Mane;Energetic;https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
Leave Before You Love Me (with Jonas Brothers);Marshmello;Happy;https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
Ready to love;SEVENTEEN;Happy;https://open.spotify.com/track/2FymmKBuog0loCuNXMwQID
No Idea;Don Toliver;Sad;https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
Trash Talkin';Ardhito Pramono;Happy;https://open.spotify.com/track/3ox1Z5vbZP6NiHRFL2SRpE
Last Hurrah;Bebe Rexha;Happy;https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy
Break Up Every Night;The Chainsmokers;Energetic;https://open.spotify.com/track/6cPyTS0Kk2sc4xQwC93kOg
Dynamite (feat. Pretty Sister);Nause;Happy;https://open.spotify.com/track/2Ae5awwKvQpTBKQHr1TYCg
Beach House;The Chainsmokers;Happy;https://open.spotify.com/track/2bQhVQbV7VBzSOPo8mbkUR
the 1;Taylor Swift;Sad;https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8
My Love;D.O.;Sad;https://open.spotify.com/track/3B60EkZSvq0tuY7xzjb9Fu
Ada Untukmu - 2019 Version;Tyok Satrio;Sad;https://open.spotify.com/track/0nTBf8aaCuQdiHQ3SMsSsT
Supermarket Flowers;Ed Sheeran;Sad;https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG
Hal Hebat;Metha Zulia;Sad;https://open.spotify.com/track/7AzBwFJZdpAPYwxhpzJInx
Post Malone (feat. RANI);Sam Feldt;Happy;https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU
Perfume;NCT DOJAEJUNG;Happy;https://open.spotify.com/track/0jd4aa9XgV5eom0ez0WBrD
My Oasis (feat. Burna Boy);Sam Smith;Sad;https://open.spotify.com/track/2KoHxhRyWxJzA0VafWd5Nk
Love so Fine;Cha Eun-Woo;Happy;https://open.spotify.com/track/5vLh2E2BqadttPtaylJno1
Everytime;CHEN;Happy;https://open.spotify.com/track/1D6lK8qADoErTTLkY4YBfM
I Will Go To You Like the First Snow;AILEE;Sad;https://open.spotify.com/track/2BPXILn0MqOe5WroVXlvN1
Blueming;IU;Happy;https://open.spotify.com/track/4Dr2hJ3EnVh2Aaot6fRwDO
See U Later;BLACKPINK;Energetic;https://open.spotify.com/track/5RBH8ypFAj5HTZTPRpI1XL
Obsession (feat. Jon Bellion);Vice;Happy;https://open.spotify.com/track/5pvVAwQbuFoR7LkcicrKnk
Tears (feat. Louisa Johnson);Clean Bandit;Energetic;https://open.spotify.com/track/7py16W5fWYLFFS6BElKAjn
River;Miley Cyrus;Energetic;https://open.spotify.com/track/04CqLjewJiSAqM210vZAmT
EARFQUAKE;Tyler, The Creator;Sad;https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
Aku Cuma Punya Hati;Mytha Lestari;Sad;https://open.spotify.com/track/4I4LKp1QNlO6Hdlev5ANPR
Dance To This (feat. Ariana Grande);Troye Sivan;Happy;https://open.spotify.com/track/2NjO87HyT80fsgejd3PLYW
The Sailor;Rich Brian;Energetic;https://open.spotify.com/track/4dV4G96hqT5qCU9v7JBCk2
Be the One;Dua Lipa;Energetic;https://open.spotify.com/track/1ixphys4A3NEXp6MDScfih
Break My Heart Again;FINNEAS;Sad;https://open.spotify.com/track/0DGh73t9eaZA3X3ZXHf4Qe
FXXK IT;BIGBANG;Happy;https://open.spotify.com/track/3lYvepDz6yYj29z7e4r5z0
I Don't Wanna Love You Anymore;LANY;Happy;https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i
Party Monster;The Weeknd;Energetic;https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt
Love;Lana Del Rey;Sad;https://open.spotify.com/track/2Kerz9H9IejzeIpjhDJoYG
Prisoner (feat. Dua Lipa);Miley Cyrus;Happy;https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
Labyrinth;Taylor Swift;Calm;https://open.spotify.com/track/0A1JLUlkZkp2EFrosoNQi0
Patient;Charlie Puth;Sad;https://open.spotify.com/track/2ZrHbO88rM6Ijeg0aJmSzl
Hotline Bling;Drake;Happy;https://open.spotify.com/track/0wwPcA6wtMf6HUMpIRdeP7
High Without Your Love;Loote;Happy;https://open.spotify.com/track/3hwyRkhcVkcgUJHKKmxS8k
strawberry moon;IU;Energetic;https://open.spotify.com/track/2g0LdZQce9xlcHb1mBJyuz
Suncity (feat. Empress Of);Khalid;Energetic;https://open.spotify.com/track/6SkHm6poyKfzV6kc9any8k
Radio Ga Ga - Live Aid;Queen;Energetic;https://open.spotify.com/track/0YwBZKT8JE4U5TwmYE9BV9
I′m Always by Your Side;John Park;Energetic;https://open.spotify.com/track/4aJzPMzETa2kSm1Gz8PlBx
Words;Daya;Happy;https://open.spotify.com/track/17DsR1Hw477KLWKPJebLaS
Hall of Fame (feat. will.i.am);The Script;Happy;https://open.spotify.com/track/7wMq5n8mYSKlQIGECKUgTX
Control;Zoe Wees;Sad;https://open.spotify.com/track/50Td3qilgs8BLtv8mHyT1t
Salah Apa Aku - DJ Version;Ilir7;Happy;https://open.spotify.com/track/4TZ6sKMb5qdsBijn7GAosK
Walk On Water (feat. Beyoncé);Eminem;Calm;https://open.spotify.com/track/7CcoUAtUcYhUfBsmtn0ajO
What a life;EXO-SC;Happy;https://open.spotify.com/track/3TfLZodlQ1TzNpdrc4KXR5
Pretty girl;Crayon;Happy;https://open.spotify.com/track/4SxzEOtZSTM9hwr41pQfwe
Praying;Kesha;Sad;https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA
I GUESS I'M IN LOVE;Clinton Kane;Sad;https://open.spotify.com/track/1is8gU4RVcN4J8xItxWoOY
Outro: Her;BTS;Energetic;https://open.spotify.com/track/559U79ujLJSP6OUyH2nGLl
I Like You (A Happier Song) (with Doja Cat);Post Malone;Energetic;https://open.spotify.com/track/0O6u0VJ46W86TxN9wgyqDj
Future Perfect (Pass the MIC);ENHYPEN;Energetic;https://open.spotify.com/track/6PRy17C5LiiN7VCLS6IA98
Sayangnya;Juicy Luicy;Sad;https://open.spotify.com/track/1nJBD2BPQehB4gmqH7FnaA
Cherry Bomb;NCT 127;Happy;https://open.spotify.com/track/3o8QzWsiiqTUVgBZfHgF58
Down on Love;Yellow Claw;Energetic;https://open.spotify.com/track/682vrW6IbyVRpVZ1XWhrlp
Serpihan Hati;Adera;Sad;https://open.spotify.com/track/2d0mWiCt6xqKxuT594V2bS
The Archer;Taylor Swift;Energetic;https://open.spotify.com/track/3pHkh7d0lzM2AldUtz2x37
Whatever It Takes;Imagine Dragons;Happy;https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb
LIKE I WOULD;ZAYN;Energetic;https://open.spotify.com/track/1zWMf9bVyhY5W3ZORbjNWt
Graduation;NCT DREAM;Sad;https://open.spotify.com/track/35ytd9cmG15jXG0RKWC9p4
ORANGE;TREASURE;Happy;https://open.spotify.com/track/09QE4VI4P2ZIFHmVxeUSKd
Jiwa Yang Bersedih;Ghea Indrawari;Sad;https://open.spotify.com/track/6XsFgTG4dY768oIB4Dmeu0
DUELE EL CORAZON (feat. Wisin);Enrique Iglesias;Happy;https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf
Mind (feat. Kai);Jack Ü;Energetic;https://open.spotify.com/track/6ZpR2XFuQJSHAQwg9495KZ
THE BADDEST;K/DA;Happy;https://open.spotify.com/track/2V4Fx72svQRxrFvNT1eq5f
needy;Ariana Grande;Sad;https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ
ANL;NCT DREAM;Happy;https://open.spotify.com/track/3zIvzPKUUdSpDCm1uua6Be
I Know What You Did Last Summer;Shawn Mendes;Happy;https://open.spotify.com/track/2GyA33q5rti5IxkMQemRDH
To Die For;Sam Smith;Sad;https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
UN Village;BAEKHYUN;Happy;https://open.spotify.com/track/0WSTInLqMrT9po0LAHpZCJ
Je T'aime;JOY;Sad;https://open.spotify.com/track/3wS47sXPddjE6rbhU7u20w
Rover;KAI;Energetic;https://open.spotify.com/track/3WUyu94psXrYV6HZbXgcFA
Universe;EXO;Sad;https://open.spotify.com/track/5ptViFrfoKdGPTdd9oQCwr
Egotistic;MAMAMOO;Happy;https://open.spotify.com/track/3a7OyTsoZ8CCBdvEEvzLBv
Spicy;aespa;Happy;https://open.spotify.com/track/1ULdASrNy5rurl1TZfFaMP
Bad Bitch (feat. Ty Dolla $ign);Bebe Rexha;Energetic;https://open.spotify.com/track/4ZJPwET9Jrgpkqi4Vo3Yg8
snowfall;Øneheart;Calm;https://open.spotify.com/track/4xF4ZBGPZKxECeDFrqSAG4
Sweet;Cigarettes After Sex;Calm;https://open.spotify.com/track/6ilc4vQcwMPlvAHFfsTGng
Havana - Remix;Camila Cabello;Sad;https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ
Teduhnya Wanita;Raisa;Sad;https://open.spotify.com/track/0GejnmU3ksXlpuOAijT1EY
Kissing Strangers;DNCE;Happy;https://open.spotify.com/track/1NkwZ9TnIs8js6G0M6M7RU
In the End;Linkin Park;Energetic;https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
I Wanna Know (feat. Bea Miller);NOTD;Happy;https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
Whole Heart;Gryffin;Energetic;https://open.spotify.com/track/4Z1t1aMRif8ES212kTN8H2
No More Sad Songs;Little Mix;Happy;https://open.spotify.com/track/1mXWVDeRMvadSerNTcOCUG
Oh Lord;MiC LOWRY;Energetic;https://open.spotify.com/track/1XUiFMK48Yy4fgds8l9aLH
DUMDi DUMDi;(G)I-DLE;Happy;https://open.spotify.com/track/2fJ70dRX7J4jiVxKUQQp7C
Some Kind Of Drug (feat. Marc E. Bassy);G-Eazy;Energetic;https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF
Cross Me (feat. Chance the Rapper & PnB Rock);Ed Sheeran;Happy;https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF
Paint Me Naked;TEN;Happy;https://open.spotify.com/track/4UaGQ2D4MBuRBWumZO52Ma
Senyuman & Harapan (OMPS Cek Toko Sebelah);TheOvertunes;Happy;https://open.spotify.com/track/3EJrEFCoZ62Z90UBqsamQ1
This Girl (Kungs Vs Cookin' On 3 Burners) - Extended;Kungs;Happy;https://open.spotify.com/track/3pTPvVNeClM9kj0j5ds1Vy
Where Is Dream;10cm;Happy;https://open.spotify.com/track/73qCPgwpFwAe9L2Qt0Drh1
Rocket;NCT DREAM;Happy;https://open.spotify.com/track/2hr3geQBSViX9Oi2OsnY3c
Jangan Hilangkan Dia - ILY from 38.000 FT (Original Soundtrack);Rossa;Sad;https://open.spotify.com/track/1rNHT7R5M2wV5APSmXmYGP
The Night We Met;Lord Huron;Calm;https://open.spotify.com/track/3hRV0jL3vUpRrcy398teAU
It's Love;D.O.;Sad;https://open.spotify.com/track/5orHjvcyt71Sv1O4M1GSHf
If It Ain't Love;Jason Derulo;Happy;https://open.spotify.com/track/5YHR8wBR5jXfGtP766NiAT
my tears ricochet;Taylor Swift;Sad;https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC
Raging (feat. Kodaline);Kygo;Energetic;https://open.spotify.com/track/6DsFZITJMPnh8z5XewfVmL
SUGA's Interlude;Halsey;Energetic;https://open.spotify.com/track/1ZoQVu9XBssJBdeKMgF2eV
Irreplaceable;NCT DREAM;Happy;https://open.spotify.com/track/3EFNqXf54nYARxXm5b7kGT
Tak Lekang Oleh Waktu;Kerispatih;Sad;https://open.spotify.com/track/3EQ3PxdbrwVSRGrUjTVptK
Si Fueras Mía;D.O.;Sad;https://open.spotify.com/track/2EDpsT55NCISpccODTIUiV
Just as usual;EXO;Happy;https://open.spotify.com/track/64xTu0cKbXu3ZSRkfXiBnx
Strange;Celeste;Sad;https://open.spotify.com/track/7sq2z9oX2S0CvgTqCZ0ko4
Shelter;Porter Robinson;Energetic;https://open.spotify.com/track/2CgOd0Lj5MuvOqzqdaAXtS
Baby Don’t Stop;NCT;Energetic;https://open.spotify.com/track/1EYSS9Lp7a9f20C3FaOVgI
Rescue Me;OneRepublic;Happy;https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
(Not) The One;Bebe Rexha;Happy;https://open.spotify.com/track/22BH6K8RlpwNzIINvWS4Jj
Follow God;Kanye West;Energetic;https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h
BREAK MY SOUL;Beyoncé;Happy;https://open.spotify.com/track/5pyoxDZ1PX0KxBxiRVxA4U
Something's Wrong;Kwon Jin Ah;Sad;https://open.spotify.com/track/3ctGT9T08w6VnpND1zhPTW
Modern Loneliness;Lauv;Energetic;https://open.spotify.com/track/18ioFJkxW5B0hOXE0l2ddw
BAD;Young Lex;Calm;https://open.spotify.com/track/6WvJSQYUkmktUjfsY2sPDk
Walk It Talk It;Migos;Energetic;https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
Malaikat Juga Tahu;Glenn Fredly;Sad;https://open.spotify.com/track/2mSZwPBXpTMbjiNHAKMUo7
IDK You Yet;Alexander 23;Sad;https://open.spotify.com/track/0j1Ia2lQWrcXrQZI4AdJlk
Countdown (3, 2, 1);NCT DREAM;Happy;https://open.spotify.com/track/5ngy93w3QaZl3mN9YinIux
Cermin;Nadin Amizah;Sad;https://open.spotify.com/track/2s07iRgvSgwLFr23eXFFQQ
Another Day Of Sun;La La Land Cast;Happy;https://open.spotify.com/track/5kRBzRZmZTXVg8okC7SJFZ
Inikah Cinta;Soundwave;Calm;https://open.spotify.com/track/7r5qxtubYpPXYNSLX8CoGr
Rahasia;Payung Teduh;Sad;https://open.spotify.com/track/1k8wWtaL30ncdF7Mrginys
Why Would I Be;Teddy Adhitya;Sad;https://open.spotify.com/track/0PZdciSUErxre3yK8gxxeQ
Heartless;The Weeknd;Energetic;https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
Kok Iso Yo?;Guyon Waton;Sad;https://open.spotify.com/track/38ns4gqe16w0gAGWgvKfLS
Puzzle Piece;NCT DREAM;Sad;https://open.spotify.com/track/4hMYovC1APX8ojuANCoeuF
Into the Unknown - Panic! At The Disco Version;Panic! At The Disco;Energetic;https://open.spotify.com/track/421eObjg0DTm2qajJl5OJm
Bracelet;Lauv;Energetic;https://open.spotify.com/track/69C5MEun1u5pGFxU54TUGk
Sunrise;GFRIEND;Happy;https://open.spotify.com/track/1e7eOq89QU6vGYCJp9yW2L
All My Friends (feat. Tinashe & Chance the Rapper);Snakehips;Energetic;https://open.spotify.com/track/6TaqooOXAEcijL6G1AWS2K
Don’t Call Me - Japanese Version;SHINee;Energetic;https://open.spotify.com/track/6TsYRhXOsWmXCpXI42ub3x
Sign;EXO;Energetic;https://open.spotify.com/track/2MqK2bA1U6MO0EbUpCOG2r
Attention (feat. Offset);Rich Brian;Energetic;https://open.spotify.com/track/16wWFYS9S4hKBk2Ofj3Ss6
MIDDLE CHILD;J. Cole;Calm;https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
Jail;Kanye West;Sad;https://open.spotify.com/track/6d8HN8MqqbqrEUI2bvx0aG
Who Are You;Sam Kim;Sad;https://open.spotify.com/track/7Jo5oEViT27zCkdRI5hEuG
Dynamite - Instrumental;BTS;Calm;https://open.spotify.com/track/2sST8al9ONECpQzAV4E4TW
Sweet Nothing;Taylor Swift;Sad;https://open.spotify.com/track/0wavGRldH0AWyu2zvTz8zb
REMEDY;Alesso;Happy;https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
MOONLIGHT SUNRISE;TWICE;Happy;https://open.spotify.com/track/5NcLyVjUgG0yfwHgr5t81w
Opening Sequence;TOMORROW X TOGETHER;Energetic;https://open.spotify.com/track/1exxGxUMlJWD1h9YcE9YZH
Nonstop;Drake;Energetic;https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
Kids in Love (feat. The Night Game);Kygo;Sad;https://open.spotify.com/track/5nmHl233yo8XJvaNfdKAWU
Waiting For Love;Avicii;Happy;https://open.spotify.com/track/2P4OICZRVAQcYAV2JReRfj
Mad Love;Sean Paul;Energetic;https://open.spotify.com/track/4dSoDnmR9opAQ8KxUc9SbC
Senja Teduh Pelita;MALIQ & D'Essentials;Happy;https://open.spotify.com/track/4jlhUj1aT0IxzaodNEV7xs
Dreams;DOLF;Sad;https://open.spotify.com/track/6di9uXrlZiWUtBd69gqahD
Takbiran - Version 2;Ustad Jefri Al Buchori;Happy;https://open.spotify.com/track/45TugDAfsPyCwUVxITp2y3
Superstar;Mido and Falasol;Energetic;https://open.spotify.com/track/20BE9EAAuma1el03cT4bH6
